MEET,,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,Pole Vault,1996,x,"Gibney, John",Cumberland,nh,,,,,
States,,Pole Vault,1996,x,"Duggan, Daniel",Portsmouth,nh,,,,,
States,,110 M High Hurdles,1996,1,"Blair, Michael",East Providence,15.19,15.67 trial,,,,
States,,110 M High Hurdles,1996,2,"Baptista, Robert",East Providence,15.36,15.68 trial,,,,
States,,110 M High Hurdles,1996,3,"Wilks, Jon",Bishop Hendricken,15.52,15.79 trial,,,,
States,,110 M High Hurdles,1996,4,"Royster, Jayson",East Providence,15.76,16.01 trial,,,,
States,,110 M High Hurdles,1996,5,"Gilbert, Brian",Toll Gate,15.97,16.11 trial,,,,
States,,110 M High Hurdles,1996,6,"Torrico, Ed",LaSalle,16.39,16.27 trial,,,,
States,,110 M High Hurdles,1996,7,"Koehler, Brendon",Barrington,16.48,16.15 trial,,,,
States,,110 M High Hurdles,1996,8,"Wetherell, Jarod",South Kingstown,,16.25 trial,,,,
States,,110 M High Hurdles,1996,9,"Dunbar, Christian",Woonsocket,,16.32 trial,,,,
States,,110 M High Hurdles,1996,10,"Moscardi, Matthew",East Greenwich,,16.42 trial,,,,
States,,110 M High Hurdles,1996,11,"Knutton, Scott",Warwick Vets,,16.54 trial,,,,
States,,110 M High Hurdles,1996,12,"Pitts-Wiley, Ricardo",North Kingstown,,16.67 trial,,,,
States,,110 M High Hurdles,1996,13,"Calamar, Kenneth",Bishop Hendricken,,17.45 trial,,,,
States,,110 M High Hurdles,1996,14,"Franco, Braulio",Cumberland,,17.85 trial,,,,
States,,110 M High Hurdles,1996,15,"Shannahan, Andrew",Lincoln,,18.43 trial,,,,
States,,110 M High Hurdles,1996,16,"Nigrelli, Joseph",Westerly,,24.11 trial,,,,
States,,300 M Intermediate Hurdles,1996,1,"Royster, Jayson",East Providence,40.24,,,,,
States,,300 M Intermediate Hurdles,1996,2,"Kuzma, Dustin",North Kingstown,40.80,,,,,
States,,300 M Intermediate Hurdles,1996,3,"Anella, Edward",East Providence,41.61,,,,,
States,,300 M Intermediate Hurdles,1996,4,"Knutton, Scott",Warwick Vets,41.77,,,,,
States,,300 M Intermediate Hurdles,1996,5,"Wilks, Jon",Bishop Hendricken,41.88,,,,,
States,,300 M Intermediate Hurdles,1996,6,"Baptista, Robert",East Providence,41.99,,,,,
States,,300 M Intermediate Hurdles,1996,7,"Koehler, Brendon",Barrington,42.56,,,,,
States,,300 M Intermediate Hurdles,1996,8,"Pitts-Wiley, Ricardo",North Kingstown,42.60,,,,,
States,,300 M Intermediate Hurdles,1996,9,"Hauquitz, Eric",Rogers,42.94,,,,,
States,,300 M Intermediate Hurdles,1996,10,"Fields, Eric",West Warwick,44.11,,,,,
States,,300 M Intermediate Hurdles,1996,T-11,"Wetherell, Jarod",South Kingstown,44.13,,,,,
States,,300 M Intermediate Hurdles,1996,T-11,"Oung, Vanara",Central,44.13,,,,,
States,,300 M Intermediate Hurdles,1996,13,"Franco, Braulio",Cumberland,44.53,,,,,
States,,300 M Intermediate Hurdles,1996,14,"Panis, Joshua",Coventry,44.57,,,,,
States,,300 M Intermediate Hurdles,1996,15,"Seekell, Jason",Chariho,44.86,,,,,
States,,300 M Intermediate Hurdles,1996,16,"Siryabhivadh, Ed",Bishop Hendricken,45.02,,,,,
States,,300 M Intermediate Hurdles,1996,17,"Seals, Nick",St. Raphael's,46.01,,,,,
States,,300 M Intermediate Hurdles,1996,18,"Abramek, Greg",Woonsocket,47.21,,,,,
States,,100 Meters,1996,1,"Frye, Russell",East Providence,10.86,11.06 trial,,,,
States,,100 Meters,1996,2,"Lampkin, Joseph",Bishop Hendricken,11.21,11.34 trial,,,,
States,,100 Meters,1996,3,"Mason, Mao",LaSalle,11.43,11.81 trial,,,,
States,,100 Meters,1996,4,"Bayha, Marc",Toll Gate,11.45,11.58 trial,,,,
States,,100 Meters,1996,5,"Schaffer, Sebastian",Smithfield,11.46,11.59 trial,,,,
States,,100 Meters,1996,6,"Rivard, Anthony",South Kingstown,11.55,11.76 trial,,,,
States,,100 Meters,1996,7,"Barros, Jose",Hope,11.64,11.89 trial,,,,
States,,100 Meters,1996,8,"Guadagno, Brian",Bishop Hendricken,11.66,11.78 trial,,,,
States,,100 Meters,1996,9,"Vargas, Michael",North Kingstown,,11.91 trial,,,,
States,,100 Meters,1996,10,"Onsanya, Peter",Classical,,11.97 trial,,,,
States,,100 Meters,1996,11,"White, Moses",Portsmouth,,12.02 trial,,,,
States,,100 Meters,1996,12,"Douglas, Michael",North Kingstown,,12.04 trial,,,,
States,,100 Meters,1996,13,"Perry, Joseph",Middletown,,12.12 trial,,,,
States,,100 Meters,1996,14,"Ermer, Graham",East Greenwich,,12.16 trial,,,,
States,,100 Meters,1996,15,"Marwill, Zack",Classical,,12.27 trial,,,,
States,,100 Meters,1996,16,"Petit, Uriah",West Warwick,,12.29 trial,,,,
States,,100 Meters,1996,17,"Clifford, Paul",Bishop Hendricken,,12.42 trial,,,,
States,,100 Meters,1996,18,"MacGregor, Timothy",Middletown,,12.49 trial,,,,
States,,200 Meters,1996,1,"Frye, Russell",East Providence,21.54,22.87 trial,,,,
States,,200 Meters,1996,2,"Lampkin, Joseph",Bishop Hendricken,22.44,23.24 trial,,,,
States,,200 Meters,1996,3,"Saintilien, Mario",Lincoln,23.02,23.64 trial,,,,
States,,200 Meters,1996,4,"Schaffer, Sebastian",Smithfield,23.08,23.47 trial,,,,
States,,200 Meters,1996,5,"Grant, Steven",Hope,23.62,23.67 trial,,,,
States,,200 Meters,1996,6,"Perry, Joseph",Middletown,24.00,23.83 trial,,,,
States,,200 Meters,1996,7,"Guadagno, Brian",Bishop Hendricken,,23.84 trial,,,,
States,,200 Meters,1996,8,"Vargas, Michael",North Kingstown,,23.96 trial,,,,
States,,200 Meters,1996,9,"Rivard, Anthony",South Kingstown,,24.11 trial,,,,
States,,200 Meters,1996,10,"Ermer, Graham",East Greenwich,,24.20 trial,,,,
States,,200 Meters,1996,11,"Green, Seth",Warwick Vets,,24.25 trial,,,,
States,,200 Meters,1996,12,"Requintina, Edwin",South Kingstown,,24.40 trial,,,,
States,,200 Meters,1996,13,"Douglas, Michael",North Kingstown,,24.53 trial,,,,
States,,200 Meters,1996,14,"Hanson, Jayson",Bishop Hendricken,,24.62 trial,,,,
States,,200 Meters,1996,15,"Tucci, Jason",Warwick Vets,,24.85 trial,,,,
States,,400 Meters,1996,1,"Kuzma, Dustin",North Kingstown,50.18,,,,,
States,,400 Meters,1996,2,"Sherman, Alex",Bishop Hendricken,50.41,,,,,
States,,400 Meters,1996,3,"Foster, Maxwell",Central,50.97,,,,,
States,,400 Meters,1996,4,"Saintilien, Mario",Lincoln,51.08,,,,,
States,,400 Meters,1996,5,"Pyne, Timothy",North Kingstown,51.37,,,,,
States,,400 Meters,1996,6,"Schomp, Nate",South Kingstown,51.38,,,,,
States,,400 Meters,1996,7,"Coe, William",Middletown,52.03,,,,,
States,,400 Meters,1996,8,"Kolonick, Joshua",Cumberland,52.44,,,,,
States,,400 Meters,1996,9,"Colon, Miguel",Mount Pleasant,53.00,,,,,
States,,400 Meters,1996,10,"Cybulski, Robert",Coventry,53.12,,,,,
States,,400 Meters,1996,11,"Malagrino, Dylan",Westerly,53.60,,,,,
States,,400 Meters,1996,12,"Hauquitz, Eric",Rogers,53.68,,,,,
States,,400 Meters,1996,13,"Dwyer, Angelo",East Greenwich,53.81,,,,,
States,,400 Meters,1996,14,"Liss, Gordon",Classical,53.90,,,,,
States,,400 Meters,1996,15,"Zaborski, Jeffrey",West Warwick,54.21,,,,,
States,,400 Meters,1996,16,"Narcisi, Eric",Smithfield,54.50,,,,,
States,,800 Meters,1996,1,"Cotter, Matthew",South Kingstown,1:57.05,,,,,
States,,800 Meters,1996,2,"Duhamel, Edward",Woonsocket,1:58.13,,,,,
States,,800 Meters,1996,3,"Marr, Edward",Westerly,1:59.48,,,,,
States,,800 Meters,1996,4,"McAllister, Loren",Bishop Hendricken,2:00.76,,,,,
States,,800 Meters,1996,5,"Coleman, Michael",South Kingstown,2:01.13,,,,,
States,,800 Meters,1996,6,"Miller, John",Cranston East,2:01.38,,,,,
States,,800 Meters,1996,7,"Raspallo, Luke",LaSalle,2:02.13,,,,,
States,,800 Meters,1996,8,"Good, Andrew",Classical,2:02.45,,,,,
States,,800 Meters,1996,9,"Hayes, Michael",Toll Gate,2:03.42,,,,,
States,,800 Meters,1996,10,"Heaton, Eric",Barrington,2:03.71,,,,,
States,,800 Meters,1996,11,"Daniels, Michael",Warwick Vets,2:03.73,,,,,
States,,800 Meters,1996,12,"Walker, Jon",Pilgrim,2:04.81,,,,,
States,,800 Meters,1996,13,"Puerini, Albert",Cranston West,2:05.03,,,,,
States,,800 Meters,1996,14,"Laporte, Matthew",Lincoln,2:12.63,,,,,
States,,1500 Meters,1996,1,"Lavallee, Roland",Mount Saint Charles,4:05.36,,,,,
States,,1500 Meters,1996,2,"Norton, Brian",North Kingstown,4:05.40,,,,,
States,,1500 Meters,1996,3,"McAllister, Loren",Bishop Hendricken,4:07.78,,,,,
States,,1500 Meters,1996,4,"Stanley, Jeffrey",Barrington,4:09.28,,,,,
States,,1500 Meters,1996,5,"Kluth, Mark",Middletown,4:10.18,,,,,
States,,1500 Meters,1996,6,"Bishop, Steven",Tolman,4:11.40,,,,,
States,,1500 Meters,1996,7,"Daniels, Michael",Warwick Vets,4:13.05,,,,,
States,,1500 Meters,1996,8,"Dempsey, Eamon",Classical,4:13.40,,,,,
States,,1500 Meters,1996,9,"Laporte, Marvins",St. Raphael's,4:16.73,,,,,
States,,1500 Meters,1996,10,"Fritz, Joseph",Bishop Hendricken,4:17.58,,,,,
States,,1500 Meters,1996,11,"Dash, Gordon",Classical,4:18.62,,,,,
States,,1500 Meters,1996,12,"Meehan, Eric",Chariho,4:18.90,,,,,
States,,1500 Meters,1996,13,"Lagor, Matthew",St. Raphael's,4:19.35,,,,,
States,,1500 Meters,1996,14,"Muldoon, Brian",Mount Pleasant,4:19.38,,,,,
States,,1500 Meters,1996,15,"Dawson, Peter",Coventry,4:22.52,,,,,
States,,1500 Meters,1996,16,"Androscia, Jason",North Kingstown,4:22.74,,,,,
States,,1500 Meters,1996,17,"Fonneman, Mark",Westerly,4:26.18,,,,,
States,,3000 Meters,1996,1,"Doyle, Patrick",St. Raphael's,8:57.3,,,,,
States,,3000 Meters,1996,2,"Costa, Justin",Barrington,8:58.8,,,,,
States,,3000 Meters,1996,3,"Kahn, Daniel",South Kingstown,9:05.9,,,,,
States,,3000 Meters,1996,4,"Townsend, Daniel",Woonsocket,9:09.1,,,,,
States,,3000 Meters,1996,5,"Champi, Jay",Cumberland,9:10.2,,,,,
States,,3000 Meters,1996,6,"Zabbo, Richard",Bishop Hendricken,9:14.1,,,,,
States,,3000 Meters,1996,7,"Brosnan, Timothy",St. Raphael's,9:16.0,,,,,
States,,3000 Meters,1996,8,"Gold, Jonathan",Ponaganset,9:20.1,,,,,
States,,3000 Meters,1996,9,"Russo, Erik",Woonsocket,9:21.9,,,,,
States,,3000 Meters,1996,10,"Lavallee, Marc",LaSalle,9:28.4,,,,,
States,,3000 Meters,1996,11,"Norton, Brian",North Kingstown,9:28.9,,,,,
States,,3000 Meters,1996,12,"Colon, Samuel",Mount Pleasant,9:32.9,,,,,
States,,3000 Meters,1996,13,"Baris, Christopher",Tolman,9:35.1,,,,,
States,,3000 Meters,1996,14,"Reedy, Thomas",Cumberland,9:36.8,,,,,
States,,3000 Meters,1996,15,"Greene, Nathanael",Bishop Hendricken,9:38.4,,,,,
States,,3000 Meters,1996,16,"Kenyon, Adam",Chariho,9:42.5,,,,,
States,,3000 Meters,1996,17,"Bessette, Scott",South Kingstown,9:58.7,,,,,
States,,3000 Meters,1996,18,"Moore, Douglas",Toll Gate,10:00.4,,,,,
States,,3000 Meters,1996,19,"Fonneman, Mark",Westerly,10:06.2,,,,,
States,,3000 Meters,1996,x,"Perrault, Christopher",North Kingstown,DNF,,,,,
States,,400 Meter Relay,1996,1,"Gardella, Joshua",Bishop Hendricken,43.54,,,,,
States,,400 Meter Relay,1996,1,"Guadagno, Brian",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1996,1,"Lampkin, Joseph",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1996,1,"Sherman, Alex",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1996,2,"Frye, Russell",East Providence,44.00,,,,,
States,,400 Meter Relay,1996,2,"Blair, Michael",East Providence,,,,,,
States,,400 Meter Relay,1996,2,"Smith, Raymond",East Providence,,,,,,
States,,400 Meter Relay,1996,2,"Jackson, Jamal",East Providence,,,,,,
States,,400 Meter Relay,1996,3,no names listed,Barrington,44.75,,,,relay,
States,,400 Meter Relay,1996,4,no names listed,South Kingstown,44.78,,,,relay,
States,,400 Meter Relay,1996,5,no names listed,North Kingstown,45.83,,,,relay,
States,,400 Meter Relay,1996,6,no names listed,Classical,45.96,,,,relay,
States,,400 Meter Relay,1996,7,no names listed,Smithfield,46.20,,,,relay,
States,,400 Meter Relay,1996,8,no names listed,West Warwick,46.53,,,,relay,
States,,400 Meter Relay,1996,9,no names listed,Middletown,46.69,,,,relay,
States,,400 Meter Relay,1996,10,no names listed,Toll Gate,46.71,,,,relay,
States,,400 Meter Relay,1996,11,no names listed,Cumberland,46.79,,,,relay,
States,,400 Meter Relay,1996,12,no names listed,Chariho,47.12,,,,relay,
States,,1600 Meter Relay,1996,1,"Cotter, Matthew",South Kingstown,3:28.18,,,,,
States,,1600 Meter Relay,1996,1,"Schomp, Nate",South Kingstown,,,,,,
States,,1600 Meter Relay,1996,1,"Coleman, Michael",South Kingstown,,,,,,
States,,1600 Meter Relay,1996,1,"Weinreich, Chris",South Kingstown,,,,,,
States,,1600 Meter Relay,1996,2,"Kuzma, Dustin",North Kingstown,3:32.42,,,,,
States,,1600 Meter Relay,1996,2,"Pyne, Timothy",North Kingstown,,,,,,
States,,1600 Meter Relay,1996,2,"Dygd, Dana",North Kingstown,,,,,,
States,,1600 Meter Relay,1996,2,"Saunders, Paul",North Kingstown,,,,,,
States,,1600 Meter Relay,1996,3,"Baptista, Robert",East Providence,3:32.71,,,, ,
States,,1600 Meter Relay,1996,3,"Zagryn, Tyler",East Providence,,,,,,
States,,1600 Meter Relay,1996,3,"Anella, Edward",East Providence,,,,,,
States,,1600 Meter Relay,1996,3,"Royster, Jayson",East Providence,,,,,,
States,,1600 Meter Relay,1996,4,no names listed,Bishop Hendricken,3:34.14,,,,relay,
States,,1600 Meter Relay,1996,5,no names listed,Hope,3:35.70,,,,relay,
States,,1600 Meter Relay,1996,6,no names listed,Warwick Vets,3:37.36,,,,relay,
States,,1600 Meter Relay,1996,7,no names listed,Classical,3:38.78,,,,relay,
States,,1600 Meter Relay,1996,8,no names listed,Westerly,3:39.66,,,,relay,
States,,1600 Meter Relay,1996,9,no names listed,Woonsocket,3:41.81,,,,relay,
States,,1600 Meter Relay,1996,10,no names listed,Toll Gate,3:43.70,,,,relay,
States,,1600 Meter Relay,1996,11,no names listed,Barrington,3:44.41,,,,relay,
States,,1600 Meter Relay,1996,12,no names listed,Chariho,3:45.76,,,,relay,
States,,Shot Put,1997,1,"Davis, Jason",North Kingstown,"51'9 1/4""",15.78 m,,,,
States,,Shot Put,1997,2,"Tortorella, Vincent",Classical,"51'3 1/4""",15.62 m,,,,
States,,Shot Put,1997,3,"Hosey, Paul",Cranston West,"50'8 1/2""",15.45 m,,,,
States,,Shot Put,1997,4,"Murray, Robert",Cumberland,"50'7 3/4""",15.43 m,,,,
States,,Shot Put,1997,5,"Iacabo, Carmen",LaSalle,"50'6 1/4""",15.40 m,,,,
States,,Shot Put,1997,6,"Marandola, Craig",Ponaganset,"50'5 1/4""",15.37 m,,,,
States,,Shot Put,1997,7,"Betley, Nicholas",Bishop Hendricken,"48'9 1/4""",14.86 m,,,,
States,,Shot Put,1997,8,"Kavanaugh, Ryan",Warwick Vets,"46'8""",14.22 m,,,,
States,,Shot Put,1997,9,"Cowan, Trevor",Cumberland,"46'5 3/4""",14.16 m,,,,
States,,Shot Put,1997,10,"Gazzola, Anthony",Bishop Hendricken,"45'1 1/4""",13.74 m,,,,
States,,Shot Put,1997,11,"Feldhus, Patrick",Tolman,"44'5 3/4""",13.55 m,,,,
States,,Shot Put,1997,12,"Ellis, Matthew",Bishop Hendricken,"43'7 1/2""",13.29 m,,,,
States,,Shot Put,1997,13,"Iamarone, Scott",LaSalle,"43'7 1/2""",13.29 m,,,,
States,,Shot Put,1997,14,"Blanchet, Jeremy",Barrington,"42'10""",13.05 m,,,,
States,,Shot Put,1997,x,"Peterson, Michael",East Greenwich,foul,,,,,
States,,Shot Put,1997,x,"Rogers, Andrew",East Providence,foul,,,,,
States,,Discus,1997,1,"Tortorella, Vincent",Classical,"159'5""",48.59 m,,,,
States,,Discus,1997,2,"Nippo, George",South Kingstown,"145'0""",44.20 m,,,,
States,,Discus,1997,3,"Carey, Ralph",Bishop Hendricken,"138'0""",42.06 m,,,,
States,,Discus,1997,4,"Ringler, Travis",South Kingstown,"136'10""",41.70 m,,,,
States,,Discus,1997,5,"Zagaglia, Ian",Woonsocket,"135'2""",41.20 m,,,,
States,,Discus,1997,6,"Johnson, Reggie",Bishop Hendricken,"134'10""",41.10 m,,,,
States,,Discus,1997,7,"Dunphy, Jacob",Barrington,"132'8""",40.44 m,,,,
States,,Discus,1997,8,"Abilheira, Andrew",Mount Hope,"130'2""",39.67 m,,,,
States,,Discus,1997,9,"Meo, Anthony",Bishop Hendricken,"128'5""",39.14 m,,,,
States,,Discus,1997,10,"Lopes, Michael",Cumberland,"125'6""",38.25 m,,,,
States,,Discus,1997,11,"Ellis, Matthew",Bishop Hendricken,"125'6""",38.25 m,,,,
States,,Discus,1997,12,"Margadonna, Greg",Smithfield,"124'6""",37.94 m,,,,
States,,Discus,1997,13,"Davis, Jason",North Kingstown,"123'5""",37.62 m,,,,
States,,Discus,1997,14,"Camacho, Lazaro",Classical,"121'0""",36.88 m,,,,
States,,Discus,1997,x,"Howe, Nathan",Cumberland,foul,,,,,
States,,Discus,1997,x,"Smith, Andrew",Pilgrim,foul,,,,,
States,,Discus,1997,x,"Murray, Robert",Cumberland,foul,,,,,
States,,Discus,1997,x,"Hamilton, Patrick",Toll Gate,foul,,,,,
States,,Hammer,1997,1,"Tortorella, Vincent",Classical,"217'8""",66.34 m,,,,
States,,Hammer,1997,2,"Ringler, Travis",South Kingstown,"204'10""",62.43 m,,,,
States,,Hammer,1997,3,"Freeman, Jacob",Bishop Hendricken,"200'8""",61.16 m,,,,
States,,Hammer,1997,4,"Iamarone, Scott",LaSalle,"183'11""",56.06 m,,,,
States,,Hammer,1997,5,"Fraticelli, Heriberto",Mount Pleasant,"182'2""",55.52 m,,,,
States,,Hammer,1997,6,"McDonald, Joseph",Pilgrim,"181'8""",55.37 m,,,,
States,,Hammer,1997,7,"Johnston Jr., William",Bishop Hendricken,"178'11""",54.53 m,,,,
States,,Hammer,1997,8,"Camacho, Lazaro",Classical,"173'2""",52.78 m,,,,
States,,Hammer,1997,9,"Goulart, Jason",Bishop Hendricken,"171'5""",52.24 m,,,,
States,,Hammer,1997,10,"Cowan, Trevor",Cumberland,"170'9""",52.04 m,,,,
States,,Hammer,1997,11,"Houston, Robert",Bishop Hendricken,"170'2""",51.86 m,,,,
States,,Hammer,1997,12,"Barros, Almiro",Hope,"169'10""",51.76 m,,,,
States,,Hammer,1997,13,"Gentes, Keith",Bishop Hendricken,"168'11""",51.48 m,,,,
States,,Hammer,1997,14,"Hindy, Jeffrey",St. Raphael's,"158'10""",48.41 m,,,,
States,,Javelin (Old Standard),1997,1,"Sinotte, Chris",Bishop Hendricken,"192'5""",58.64 m,,,,
States,,Javelin (Old Standard),1997,2,"Candas, Aydin",South Kingstown,"189'10""",57.86 m,,,,
States,,Javelin (Old Standard),1997,3,"Miner, Tim",Toll Gate,"189'2""",57.66 m,,,,
States,,Javelin (Old Standard),1997,4,"Zagryn, Tyler",East Providence,"183'8""",55.98 m,,,,
States,,Javelin (Old Standard),1997,5,"Magnamini, Fred",Bishop Hendricken,"178'11""",54.53 m,,,,
States,,Javelin (Old Standard),1997,6,"Magnamini, Daniel",Bishop Hendricken,"170'3""",51.89 m,,,,
States,,Javelin (Old Standard),1997,7,"Shalvey, Brian",Warwick Vets,"165'11""",50.57 m,,,,
States,,Javelin (Old Standard),1997,8,"Gibney, John",Cumberland,"164'11""",50.26 m,,,,
States,,Javelin (Old Standard),1997,9,"Susi, Alan",Cumberland,"163'6""",49.83 m,,,,
States,,Javelin (Old Standard),1997,10,"Lane, Jonathan",Toll Gate,"160'8""",48.97 m,,,,
States,,Javelin (Old Standard),1997,11,"Palm, Andy",South Kingstown,"158'7""",48.34 m,,,,
States,,Javelin (Old Standard),1997,12,"Sheridan, Ray",Bishop Hendricken,"152'10""",46.58 m,,,,
States,,Javelin (Old Standard),1997,13,"Erinakes, Nicholas",Bishop Hendricken,"151'4""",46.12 m,,,,
States,,Javelin (Old Standard),1997,14,"Albanese, Anthony",Bishop Hendricken,"147'10""",45.06 m,,,,
States,,Javelin (Old Standard),1997,15,"Booth, Brad",Lincoln,"142'10""",43.54 m,,,,
States,,Javelin (Old Standard),1997,16,"Johnson, Aaron",Smithfield,"140'6""",42.82 m,,,,
States,,Javelin (Old Standard),1997,x,"Velasquez, Francisco",Classical,foul,,,,,
States,,Javelin (Old Standard),1997,x,"Smith, Chris",Smithfield,foul,,,,,
States,,High Jump,1997,1,"Arundel, David",South Kingstown,"7'0 1/4""",2.14 m,,,,
States,,High Jump,1997,2,"Dunbar, Christian",Woonsocket,"6'2""",1.88 m,,,,
States,,High Jump,1997,3,"Hayes, Christopher",Chariho,"6'0""",1.83 m,,,,
States,,High Jump,1997,4,"Kiselica, Corey",Ponaganset,"6'0""",1.83 m,,,,
States,,High Jump,1997,T-5,"Gervelis, Brian",Toll Gate,"5'10""",1.78 m,,,,
States,,High Jump,1997,T-5,"Humphrey, Ross",South Kingstown,"5'10""",1.78 m,,,,
States,,High Jump,1997,T-5,"Smith, Nate",Westerly,"5'10""",1.78 m,,,,
States,,High Jump,1997,T-5,"Porter, Kris",Cumberland,"5'10""",1.78 m,,,,
States,,High Jump,1997,T-5,"Spears, Benjamin",Mount Hope,"5'10""",1.78 m,,,,
States,,High Jump,1997,10,"Powers, Chris",Bishop Hendricken,"5'10""",1.78 m,,,,
States,,High Jump,1997,11,"Bissell, Roger",Ponaganset,"5'8""",1.73 m,,,,
States,,High Jump,1997,T-12,"Rhodes, Joseph",Exeter-West Greenwich,"5'8""",1.73 m,,,,
States,,High Jump,1997,T-12,"Mazza, Mark",North Kingstown,"5'8""",1.73 m,,,,
States,,High Jump,1997,T-12,"Johnson, Shamari",Warwick Vets,"5'8""",1.73 m,,,,
States,,High Jump,1997,x,"Shannon, Chris",Toll Gate,nh,,,,,
States,,High Jump,1997,x,"Robertson, Joseph",Bishop Hendricken,nh,,,,,
States,,Long Jump,1997,1,"Donahue, Michael",Barrington,"23'2""",7.06 m,,,,
States,,Long Jump,1997,2,"Smith, Raymond",East Providence,"22'6""",6.85 m,,,,
States,,Long Jump,1997,3,"Castillo, Miguel",Rogers,"21'5""",6.52 m,,,,
States,,Long Jump,1997,4,"White, Moses",Portsmouth,"20'5 1/2""",6.23 m,,,,
States,,Long Jump,1997,5,"MacGregor, Timothy",Middletown,"20'2 1/2""",6.16 m,,,,
States,,Long Jump,1997,6,"Johnson, Shamari",Warwick Vets,"20'1 1/2""",6.13 m,,,,
States,,Long Jump,1997,7,"Powers, Chris",Bishop Hendricken,"20'0""",6.09 m,,,,
States,,Long Jump,1997,8,"Elliott, Sean",Cumberland,"19'8""",5.99 m,,,,
States,,Long Jump,1997,9,"Smith, Justin",Mount Hope,"19'6 1/2""",5.95 m,,,,
States,,Long Jump,1997,10,"Matthews, Justin",Chariho,"19'5 1/2""",5.93 m,,,,
States,,Long Jump,1997,11,"Coe, William",Middletown,"19'2""",5.84 m,,,,
States,,Long Jump,1997,12,"Bear, Scott",Coventry,"19'0""",5.79 m,,,,
States,,Long Jump,1997,13,"Jordan, Trent",Pilgrim,"18'10 1/2""",5.75 m,,,,
States,,Long Jump,1997,14,"Kujawski, Nathan",Lincoln,"18'6 1/2""",5.65 m,,,,
States,,Long Jump,1997,15,"Finelli, James",Pilgrim,"17'0""",5.18 m,,,,
States,,Triple Jump,1997,1,"Castillo, Miguel",Rogers,"44'6""",13.56 m,,,,
States,,Triple Jump,1997,2,"Coe, William",Middletown,"43'11 1/2""",13.39 m,,,,
States,,Triple Jump,1997,3,"Donahue, Michael",Barrington,"43'6 1/4""",13.26 m,,,,
States,,Triple Jump,1997,4,"Smith, Raymond",East Providence,"43'6""",13.26 m,,,,
States,,Triple Jump,1997,5,"Grenier, Chris",Westerly,"40'5""",12.32 m,,,,
States,,Triple Jump,1997,6,"Egan, Matthew",Toll Gate,"40'3""",12.26 m,,,,
States,,Triple Jump,1997,7,"Deming, Jonathan",Toll Gate,"40'3""",12.26 m,,,,
States,,Triple Jump,1997,8,"Smith, Nate",Westerly,"39'11""",12.16 m,,,,
States,,Triple Jump,1997,9,"Horsman, Robert",Westerly,"39'9""",12.11 m,,,,
States,,Triple Jump,1997,10,"Elliott, Sean",Cumberland,"39'7 1/2""",12.07 m,,,,
States,,Triple Jump,1997,11,"Johnson, Shamari",Warwick Vets,"38'11""",11.86 m,,,,
States,,Triple Jump,1997,12,"Powers, Chris",Bishop Hendricken,"38'9""",11.81 m,,,,
States,,Triple Jump,1997,13,"Sullivan, Greg",Mount Hope,"38'5 1/2""",11.72 m,,,,
States,,Triple Jump,1997,14,"Goodrum, Robert",Rogers,"36'8 1/2""",11.19 m,,,,
States,,Triple Jump,1997,15,"Kujawski, Nathan",Lincoln,"35'8""",10.87 m,,,,
States,,Triple Jump,1997,x,"Riefler, Daniel",Toll Gate,foul,,,,,
States,,Pole Vault,1997,1,"Barton, Carl",Ponaganset,"13'0""",3.96 m,,,,
States,,Pole Vault,1997,2,"Johnston, Bryan",Ponaganset,"12'6""",3.81 m,,,,
States,,Pole Vault,1997,3,"Hess, Ryan",Rogers,"12'6""",3.81 m,,,,
States,,Pole Vault,1997,4,"Good, Andrew",Classical,"12'6""",3.81 m,,,,
States,,Pole Vault,1997,5,"Robin, Michael",Ponaganset,"12'0""",3.66 m,,,,
States,,Pole Vault,1997,6,"Robertson, Joseph",Bishop Hendricken,"11'6""",3.50 m,,,,
States,,Pole Vault,1997,7,"Gibney, John",Cumberland,"11'6""",3.50 m,,,,
States,,Pole Vault,1997,8,"Shea, Justin",Ponaganset,"11'6""",3.50 m,,,,
States,,Pole Vault,1997,9,"Cavanaugh, Richard",South Kingstown,"11'0""",3.35 m,,,,
States,,Pole Vault,1997,10,"Nunn, Adam",Cumberland,"11'0""",3.35 m,,,,
States,,Pole Vault,1997,11,"Smith, Scott",Bishop Hendricken,"11'0""",3.35 m,,,,
States,,Pole Vault,1997,12,"Pastore, Anthony",North Kingstown,"11'0""",3.35 m,,,,
States,,Pole Vault,1997,13,"Egan, Matthew",Toll Gate,"10'6""",3.20 m,,,,
States,,Pole Vault,1997,x,"Androscia, Jesse",North Kingstown,nh,,,,,
States,,Pole Vault,1997,x,"Souto, Brad",Rogers,nh,,,,,
States,,110 M High Hurdles,1997,1,"Royster, Jayson",East Providence,15.0,15.3 trial,,,,
States,,110 M High Hurdles,1997,2,"Nigrelli, Joseph",Westerly,15.4,15.6 trial,,,,
States,,110 M High Hurdles,1997,3,"Kubica, Jeremy",Toll Gate,15.6,15.8 trial,,,,
